lick_id,label,bout_tag,harvest_tag,velocity_max,deceleration_min,decel_strength,electrode,spike_time,spike_type
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.07900000000063301,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.06900000000041473,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.06000000000040018,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.052999999999883585,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.04100000000016735,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.032000000000152795,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.018000000000029104,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.009000000000014552,SS
37,0,0.0,0.0,398.8593749741366,-379.51973080700316,1734.171195543016,0,-0.09099999999943975,SS
37,0,0.0,0.0,398.8593749741366,-379.51973080700316,1734.171195543016,0,-0.07899999999972351,SS
37,0,0.0,0.0,398.8593749741366,-379.51973080700316,1734.171195543016,0,-0.04899999999997817,SS
37,0,0.0,0.0,398.8593749741366,-379.51973080700316,1734.171195543016,0,-0.03499999999985448,SS
37,0,0.0,0.0,398.8593749741366,-379.51973080700316,1734.171195543016,0,-0.02599999999983993,SS
37,0,0.0,0.0,398.8593749741366,-379.51973080700316,1734.171195543016,0,-0.01099999999951251,SS
37,0,0.0,0.0,398.8593749741366,-379.51973080700316,1734.171195543016,0,-0.0039999999999054126,SS
37,0,0.0,0.0,398.8593749741366,-379.51973080700316,1734.171195543016,0,-0.06999999999970896,CS
38,0,0.0,0.0,338.8946951899949,-350.22771821752275,2131.413177288055,0,-0.0860000000002401,SS
38,0,0.0,0.0,338.8946951899949,-350.22771821752275,2131.413177288055,0,-0.042999999999665306,SS
